Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_07016	BBA_07016	voltage gated chloride channel	40.44	35.2	47.81	20.73	18.75	21.92	41.15	20.466667
gene-BBA_07017	BBA_07017	Sas10 domain-containing protein	27.07	20.83	34.58	12.43	15.99	14.69	27.493333	14.37
gene-BBA_07018	BBA_07018	beta tubulin	9.69	12.91	15.08	6.12	6.11	6.42	12.56	6.216667
gene-BBA_07019	BBA_07019	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07020	BBA_07020	sphingolipid C9-methyltransferase	16.07	13.49	19.97	11.59	7.93	12.22	16.51	10.58
gene-BBA_07021	BBA_07021	enoyl-CoA hydratase/isomerase	53.89	35.58	47.87	20.84	17.61	26.34	45.78	21.596667
gene-BBA_07022	BBA_07022	A49-like RNA polymerase I associated factor	24.61	25.77	37.13	17.21	16.9	20.82	29.17	18.31
gene-BBA_07023	BBA_07023	meiosis-specific serine/threonine-protein kinase mek1	1.19	0.91	1.65	1.37	0.72	1.72	1.25	1.27
gene-BBA_07024	BBA_07024	zeta toxin	5.33	4.74	4.92	7	6.44	8.78	4.996667	7.406667
gene-BBA_07025	BBA_07025	ATG1 protein	20.59	16.09	21.85	11.43	9.89	11.47	19.51	10.93
gene-BBA_07026	BBA_07026	ornithine-oxo-acid transaminase	375.78	164.74	411.4	61.27	52.9	71.25	317.306667	61.806667
gene-BBA_07027	BBA_07027	glycosyltransferase family 22	12.75	6.96	13.02	3.98	4.54	5.97	10.91	4.83
gene-BBA_07028	BBA_07028	succinate dehydrogenase and fumarate reductase iron-sulfur protein	271.49	246.89	264.65	295.73	305.86	284.78	261.01	295.456667
gene-BBA_07029	BBA_07029	RhoGAP domain-containing protein	20.57	20.7	20.52	16.59	17.14	20.77	20.596667	18.166667
gene-BBA_07030	BBA_07030	Zn(II)2Cys6 transcription factor	98.59	90.68	98.24	7.58	6.85	10.57	95.836667	8.333333
gene-BBA_07031	BBA_07031	MFS multidrug transporter	157.07	143.92	160.16	2.68	3.24	3.59	153.716667	3.17
gene-BBA_07032	BBA_07032	hypothetical protein	8.03	6.87	10	5.81	6.47	9.03	8.3	7.103333
gene-BBA_07033	BBA_07033	Hypothetical protein	88.54	81.67	93.9	81.81	72.13	87.27	88.036667	80.403333
gene-BBA_07034	BBA_07034	dipeptidyl aminopeptidase	37.77	33.34	36.11	48.56	43.31	47.86	35.74	46.576667
gene-BBA_07035	BBA_07035	glycosyltransferase family 57	17.09	14.23	16.16	21.37	17.72	22.17	15.826667	20.42
gene-BBA_07036	BBA_07036	hypothetical protein	5.58	3.52	3.92	8.65	6.73	8.55	4.34	7.976667
gene-BBA_07037	BBA_07037	"60S acidic ribosomal protein P2, putative"	858.4	1139.53	1093.68	1461.27	1644.62	1581.15	1030.536667	1562.346667
gene-BBA_07038	BBA_07038	Chromatin SPT2	31.49	34.08	36.8	35.8	34.11	30.54	34.123333	33.483333
gene-BBA_07039	BBA_07039	nuclear fragile X mental retardation-interacting protein 1	15.08	10.94	16.27	23.98	22.04	24.66	14.096667	23.56
gene-BBA_07040	BBA_07040	RNA polymerase III subunit Rpc25	5.84	9.03	4.51	6.48	8.16	7.54	6.46	7.393333
gene-BBA_07041	BBA_07041	"protein UCP010045, transmembrane"	71.61	60.6	76.86	53.17	51.13	58.57	69.69	54.29
gene-BBA_07042	BBA_07042	microsomal signal peptidase 25 kDa subunit	113.77	109.03	124.21	90.78	67.51	102.51	115.67	86.933333
gene-BBA_07043	BBA_07043	HEAT repeat containing protein	17.6	17.1	19.95	21.51	16.56	24.15	18.216667	20.74
gene-BBA_07044	BBA_07044	ATP11 protein	21.33	20.7	21.41	39.06	39.23	44.66	21.146667	40.983333
gene-BBA_07045	BBA_07045	sterol esterase	7.83	7.69	10.38	6.33	4.98	7.1	8.633333	6.136667
gene-BBA_07046	BBA_07046	ATPase protein	10.22	10.38	10.9	10.95	8.99	12.62	10.5	10.853333
gene-BBA_07047	BBA_07047	Thioredoxin-like protein	24.97	19.77	27.02	19.09	14.12	26.72	23.92	19.976667
gene-BBA_07048	BBA_07048	hypothetical protein	18.37	28.47	23.8	68.55	90.61	63.23	23.546667	74.13
gene-BBA_07049	BBA_07049	itaconyl-CoA hydratase	26.81	25.47	23.49	31.08	39.98	27.34	25.256667	32.8
gene-BBA_07050	BBA_07050	GPI ethanolamine phosphate transferase	11.3	9.81	12.67	10.35	9.87	11.43	11.26	10.55
gene-BBA_07051	BBA_07051	heterokaryon incompatibility protein	6.64	5.59	7.35	7.71	6.67	9.97	6.526667	8.116667
gene-BBA_07052	BBA_07052	hypothetical protein	8.7	5.66	8.87	8.36	7.11	10.54	7.743333	8.67
gene-BBA_07053	BBA_07053	sugar porter family MFS transporter	0	0.04	0	0	0	0.05	0.013333	0.016667
gene-BBA_07054	BBA_07054	C6 zinc finger domain-containing protein	18.17	14.51	17.45	9.48	7.54	8.68	16.71	8.566667
gene-BBA_07055	BBA_07055	serine/threonine-protein kinase ppk30	54.08	49.1	50.84	32.77	28.15	26.13	51.34	29.016667
gene-BBA_07056	BBA_07056	WD domain-containing protein	16.73	17.67	27.69	17.76	19.1	18.79	20.696667	18.55
gene-BBA_07057	BBA_07057	putative histidine phosphotransferase HPT1p	197.77	180.35	186.1	186.74	153.37	204.56	188.073333	181.556667
gene-BBA_07058	BBA_07058	Activating signal cointegrator 1 complex subunit 1	6.9	4.71	6.97	12.44	14.36	14.81	6.193333	13.87
gene-BBA_07059	BBA_07059	hypothetical protein	24.27	20.22	23.68	25.54	21.61	26.71	22.723333	24.62
gene-BBA_07060	BBA_07060	hypothetical protein	1.88	0.5	3.13	7.64	6.82	6.14	1.836667	6.866667
gene-BBA_07061	BBA_07061	RING finger protein	44.4	48.08	46.75	39.63	52.01	34.85	46.41	42.163333
gene-BBA_07062	BBA_07062	insulinase-like protein	48.73	45.52	45.72	42.53	50.09	37.19	46.656667	43.27
gene-BBA_07063	BBA_07063	hypothetical protein	33.31	33.16	31.46	18.93	16.53	18.8	32.643333	18.086667
gene-BBA_07064	BBA_07064	S1 RNA binding domain-containing protein	11.54	9.82	14.93	7.64	10.58	7.39	12.096667	8.536667
gene-BBA_07065	BBA_07065	hypothetical protein	0	0	0.36	0	0	0	0.12	0
gene-BBA_07066	BBA_07066	Putative Zn(II)2Cys6 transcription factor	13.93	10.74	15.11	9.98	8.07	10.67	13.26	9.573333
gene-BBA_07067	BBA_07067	hypothetical protein	42.71	39.68	34.16	27.09	33.04	45.13	38.85	35.086667
gene-BBA_07068	BBA_07068	pyridoxal-dependent decarboxylase	56.3	47.49	55.24	29.16	29.99	35.51	53.01	31.553333
gene-BBA_07069	BBA_07069	C6 transcription factor	12.03	11.51	11.38	7.49	2.98	6.09	11.64	5.52
gene-BBA_07070	BBA_07070	C6 zinc finger domain-containing protein	15.35	7.64	13.07	3.99	2.97	4.82	12.02	3.926667
gene-BBA_07071	BBA_07071	C6 zinc finger domain-containing protein	31.16	30.25	33.1	26.08	20.74	28.3	31.503333	25.04
gene-BBA_07072	BBA_07072	Cytochrome b5-like Heme/Steroid binding domain containing protein	174.54	125.15	177.29	97.19	83.98	124.98	158.993333	102.05
gene-BBA_07073	BBA_07073	peptidase family M48	25.15	21.54	22.76	33.86	34.26	35.67	23.15	34.596667
gene-BBA_07074	BBA_07074	methyltransferase domain-containing protein	0.44	0.08	0.53	0	0.16	0.09	0.35	0.083333
gene-BBA_07075	BBA_07075	kinesin heavy chain	3.42	3.51	4.53	3.69	3.9	4.27	3.82	3.953333
gene-BBA_07076	BBA_07076	hypothetical protein	14.09	11.87	13.98	29.59	29.41	35.95	13.313333	31.65
gene-BBA_07077	BBA_07077	mll5682 protein	74.61	79.71	92.32	94.59	64.33	82.08	82.213333	80.333333
gene-BBA_07078	BBA_07078	leukotriene A-4 hydrolase/aminopeptidase	285.43	312.06	321.65	259.44	218.65	273.62	306.38	250.57
gene-BBA_07079	BBA_07079	hypothetical protein	33.49	33.17	35.41	21.99	17.34	32.06	34.023333	23.796667
gene-BBA_07080	BBA_07080	PX domain-containing protein	11.71	10.5	13.27	9.64	8.87	11.34	11.826667	9.95
gene-BBA_07081	BBA_07081	transcriptional Coactivator p15	36.78	32.72	33	61.08	71.05	51.77	34.166667	61.3
gene-BBA_07082	BBA_07082	2OG-Fe(II) oxygenase superfamily protein	0	0.17	0.23	0.28	0.1	0.06	0.133333	0.146667
gene-BBA_07083	BBA_07083	HMG CoA reductase	36.24	29.86	33.53	19.63	22.66	19.74	33.21	20.676667
gene-BBA_07084	BBA_07084	Isochorismatase-like protein	20.02	15.81	18.08	11.9	8.83	10.5	17.97	10.41
gene-BBA_07085	BBA_07085	hypothetical protein	0.27	0.1	0.11	0	0.1	0	0.16	0.033333
gene-BBA_07086	BBA_07086	hypothetical protein	35.35	44.13	46.19	65.36	48.19	87.93	41.89	67.16
gene-BBA_07087	BBA_07087	serine/threonine kinase protein	3.59	4.04	2.85	3.65	2.91	3.32	3.493333	3.293333
gene-BBA_07088	BBA_07088	xylose isomerase-like TIM barrel	11.44	15.17	7.14	4.16	3.54	8.08	11.25	5.26
gene-BBA_07089	BBA_07089	exostosin 2	29.33	30.23	34.76	16.89	12.96	20.41	31.44	16.753333
gene-BBA_07090	BBA_07090	hypothetical protein	32.03	35.01	8.25	5.14	14.92	14.44	25.096667	11.5
gene-BBA_07091	BBA_07091	conidiation-specific protein 10	488.84	1162.51	121.83	0	0	0	591.06	0
gene-BBA_07092	BBA_07092	UDP-galactopyranose mutase	1.9	2.32	1.57	0.47	0.5	0.79	1.93	0.586667
gene-BBA_07093	BBA_07093	RING finger protein	10.68	9.55	12.82	15.4	9.58	18.24	11.016667	14.406667
gene-BBA_07094	BBA_07094	mitochondrial phosphate carrier protein	188.51	200.8	100.48	201.21	373.97	98.86	163.263333	224.68
gene-BBA_07095	BBA_07095	glucose transporter	204.59	136.69	191.9	26.09	17.42	40.82	177.726667	28.11
gene-BBA_07096	BBA_07096	ubiquitin-conjugating enzyme	84.23	76.77	85.51	59.61	55.87	70.41	82.17	61.963333
gene-BBA_07097	BBA_07097	succinyl-CoA ligase alpha-chain	295.19	277.35	323.57	387.92	413.71	354.83	298.703333	385.486667
gene-BBA_07098	BBA_07098	hypothetical protein	20.08	22.8	20.96	10	10.65	11.22	21.28	10.623333
gene-BBA_07099	BBA_07099	C6 zinc finger domain-containing protein	48.74	39.15	46.53	20.45	24.14	21.73	44.806667	22.106667
gene-BBA_07100	BBA_07100	ELP3 family histone acetyltransferase	16.45	12.66	19.55	10.13	7.55	12.11	16.22	9.93
gene-BBA_07101	BBA_07101	hypothetical protein	166.78	182.76	164.14	86.83	91.74	109.11	171.226667	95.893333
gene-BBA_07102	BBA_07102	methyltransferase domain-containing protein	123.69	100.13	127.9	154.46	138.37	168.29	117.24	153.706667
gene-BBA_07103	BBA_07103	phospholipid-translocating P-type ATPase	9.92	8.58	11.48	9.98	7.4	11.16	9.993333	9.513333
gene-BBA_07104	BBA_07104	transcription factor TFIIB	143.3	137.14	153.15	99.94	103.25	136.17	144.53	113.12
gene-BBA_07105	BBA_07105	glycosyl transferase family protein	117.42	112.08	115.47	111.76	124.7	114.51	114.99	116.99
gene-BBA_07106	BBA_07106	CoA-transferase family III	132.13	105.73	138.76	96.44	81.22	105.3	125.54	94.32
gene-BBA_07107	BBA_07107	PHD-finger domain-containing protein	14.84	11.75	14.74	15.92	14.62	18.51	13.776667	16.35
gene-BBA_07108	BBA_07108	hypothetical protein	0.07	0.44	0.51	0.93	0.66	0.91	0.34	0.833333
gene-BBA_07109	BBA_07109	LipA and NB-ARC domain-containing protein	2.68	3.65	3.69	1.56	1.71	1.08	3.34	1.45
gene-BBA_07110	BBA_07110	smad nuclear-interacting protein	10.12	11.41	13.78	10.92	10.71	12.18	11.77	11.27
gene-BBA_07111	BBA_07111	hypothetical protein	10.62	5.36	7.89	2.25	3.3	2.98	7.956667	2.843333
gene-BBA_07112	BBA_07112	HNH endonuclease	6.94	9.02	8.92	8.2	7.23	13.54	8.293333	9.656667
gene-BBA_07113	BBA_07113	asparagine synthase	7.98	7.7	9.9	8.19	8.36	12.28	8.526667	9.61
gene-BBA_07114	BBA_07114	aldo/keto reductase	31.94	57.96	27.56	104.49	59.87	137.92	39.153333	100.76
gene-BBA_07115	BBA_07115	hypothetical protein	34	41.42	45.24	20.06	13.34	22.43	40.22	18.61
gene-BBA_07116	BBA_07116	Sec7 domain-containing protein	5.7	4.99	5.68	6.1	6.95	6.04	5.456667	6.363333
gene-BBA_07117	BBA_07117	glycosyl hydrolase family 16	1.25	0.34	0.64	1.1	1.01	0.76	0.743333	0.956667
gene-BBA_07118	BBA_07118	bacterial-type extracellular deoxyribonuclease	201.87	171.1	207	229.31	274.22	225.24	193.323333	242.923333
gene-BBA_07119	BBA_07119	C6 zinc finger domain-containing protein	10.83	6.82	10.9	5.54	4.66	7.3	9.516667	5.833333
gene-BBA_07120	BBA_07120	major facilitator superfamily transporter	0.12	0.14	0.05	0.23	0.42	0.86	0.103333	0.503333
gene-BBA_07121	BBA_07121	"Pfs, NACHT and Ankyrin domain protein"	1.3	0.55	0.72	0.29	0.17	0.45	0.856667	0.303333
gene-BBA_07122	BBA_07122	hydantoinase-like protein	10.89	10.22	10.99	8.73	7.8	12.55	10.7	9.693333
gene-BBA_07123	BBA_07123	hypothetical protein	0.76	1.21	0	23.58	12.68	23.09	0.656667	19.783333
gene-BBA_07124	BBA_07124	ubiquitin carboxyl-terminal hydrolase	24.83	23.4	24.2	10.97	9.72	11.8	24.143333	10.83
gene-BBA_07125	BBA_07125	enoyl-CoA hydratase/isomerase	58.27	38.36	52.37	65.21	51.13	82.16	49.666667	66.166667
gene-BBA_07126	BBA_07126	hypothetical protein	6.09	5.19	7.15	4.14	5.08	4.47	6.143333	4.563333
gene-BBA_07127	BBA_07127	histone acetyltransferase SAS2	9.84	8.02	9.17	10.28	11	10.73	9.01	10.67
gene-BBA_07128	BBA_07128	26S proteasome non-ATPase regulatory subunit 3	126.44	114.17	113.98	94.04	94.46	92.07	118.196667	93.523333
gene-BBA_07129	BBA_07129	Cytochrome P450 CYP526H1	7.72	7.25	8.34	6.28	5.31	7.58	7.77	6.39
gene-BBA_07130	BBA_07130	kinesin light chain 1 and	2.69	3.94	4.15	1.82	1.04	2.17	3.593333	1.676667
gene-BBA_07131	BBA_07131	C3HC4 type (RING finger) zinc finger containing protein	0.1	0.46	0.4	1.93	0.93	0.43	0.32	1.096667
gene-BBA_07132	BBA_07132	DASH complex subunit Spc34	11.1	12.46	12.26	13.96	13.84	18.12	11.94	15.306667
gene-BBA_07133	BBA_07133	hypothetical protein	12.13	10.73	13.26	18.96	22.48	16.79	12.04	19.41
gene-BBA_07134	BBA_07134	transcription initiation factor TFIID subunit 12	37.3	34.92	40.9	38.82	36.69	34.37	37.706667	36.626667
gene-BBA_07135	BBA_07135	fungal specific transcription factor	20.2	15.71	22.36	6.03	8.19	8.42	19.423333	7.546667
gene-BBA_07136	BBA_07136	major facilitator superfamily transporter	19.5	16.12	17.18	4.96	5.13	5.22	17.6	5.103333
gene-BBA_07137	BBA_07137	extracellular dioxygenase	8.27	12.01	5.39	0.28	0.26	0.68	8.556667	0.406667
gene-BBA_07138	BBA_07138	conidial wall protein	2617.68	3899.57	2408.61	5937.07	4980.04	5821.27	2975.286667	5579.46
gene-BBA_07139	BBA_07139	hypothetical protein	0.22	0	0	0	0	0	0.073333	0
gene-BBA_07140	BBA_07140	major facilitator superfamily transporter	11.39	12.34	12.42	21.93	21.11	29.53	12.05	24.19
gene-BBA_07141	BBA_07141	"MFS transporter, putative"	0	0.1	0.05	0.86	0.27	0.69	0.05	0.606667
gene-BBA_07142	BBA_07142	hypothetical protein	0	0	0	0.04	0.04	0.09	0	0.056667
gene-BBA_07143	BBA_07143	subtilisin-like protease PR1F	0.32	0.58	0.34	1.32	0.46	0.73	0.413333	0.836667
gene-BBA_07144	BBA_07144	deuterolysin metalloprotease	0	0	0	0	0	0	0	0
gene-BBA_07145	BBA_07145	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07146	BBA_07146	LysM domain-containing protein	24.6	27.7	24.5	3.25	3.83	3.93	25.6	3.67
gene-BBA_07147	BBA_07147	hypothetical protein	26.81	32.01	28.3	4.97	2.87	8.95	29.04	5.596667
gene-BBA_07148	BBA_07148	hypothetical protein	190.21	393.7	169.53	9.89	22.63	17.42	251.146667	16.646667
gene-BBA_07149	BBA_07149	major facilitator superfamily transporter	2.33	1.78	3.29	2.94	2.36	4.27	2.466667	3.19
gene-BBA_07150	BBA_07150	"sedoheptulose-1,7-bisphosphatase"	4.56	4.76	3.76	7.4	6.52	8.12	4.36	7.346667
gene-BBA_07151	BBA_07151	asparaginase-like protein	45.1	29.22	48.56	42.44	42.11	49.77	40.96	44.773333
gene-BBA_07152	BBA_07152	cyclin dependent kinase C	29.06	25.65	31.8	22.4	24.86	24.57	28.836667	23.943333
gene-BBA_07153	BBA_07153	hypothetical protein	3.82	2.78	2.89	4.03	6.24	4.06	3.163333	4.776667
gene-BBA_07154	BBA_07154	5'-AMP-activated protein kinase	55.53	45.58	55.18	77.38	58.03	78.67	52.096667	71.36
gene-BBA_07155	BBA_07155	"Peptidase M22, glycoprotease, subgroup"	22.56	17.93	26.52	19.48	18.24	21.16	22.336667	19.626667
gene-BBA_07156	BBA_07156	histone acetyltransferase complex component Epl1	36.76	31.58	42.7	24.54	22.34	29.04	37.013333	25.306667
gene-BBA_07157	BBA_07157	calcineurin regulatory subunit B	93.81	95.37	99.66	77.84	71.1	95.87	96.28	81.603333
gene-BBA_07158	BBA_07158	hypothetical protein	7.68	5.14	8.03	3.64	1.85	4.97	6.95	3.486667
gene-BBA_07159	BBA_07159	ribosomal protein S9/S16	50.01	46.35	50.91	62.79	57.56	59.4	49.09	59.916667
gene-BBA_07160	BBA_07160	elongation factor 1-gamma	588.13	525.55	703.44	523.96	568.17	652.32	605.706667	581.483333
gene-BBA_07161	BBA_07161	phosphoprotein phosphatase	8.33	6.67	10.61	4.54	2.74	7.08	8.536667	4.786667
gene-BBA_07162	BBA_07162	rRNA processing protein	26.49	22.4	28.96	12.73	11.42	14.85	25.95	13
gene-BBA_07163	BBA_07163	ABC1 family protein	24.05	26.73	25.71	32.52	37.02	26.13	25.496667	31.89
gene-BBA_07164	BBA_07164	nuclear protein Es2	31.94	30.71	33.64	17.9	17.42	20	32.096667	18.44
gene-BBA_07165	BBA_07165	ser/thr protein phosphatase type 5	96.99	96.06	99.87	64.6	87.01	55.77	97.64	69.126667
gene-BBA_07166	BBA_07166	hypothetical protein	2.92	5.36	5.59	2.73	8.4	6.42	4.623333	5.85
gene-BBA_07167	BBA_07167	transcription elongation factor SPT4	25.97	21.95	25.31	41.02	38.8	37.85	24.41	39.223333
gene-BBA_07168	BBA_07168	zinc finger protein RTS2	11.77	10.93	11.5	10.28	9.54	9.84	11.4	9.886667
gene-BBA_07169	BBA_07169	"cell cycle control protein cwf16, putative"	61.67	44.22	60.46	34.62	34.7	43.58	55.45	37.633333
gene-BBA_07170	BBA_07170	Acyl-CoA N-acyltransferase	0.9	0.84	0.29	0.98	0.77	0.62	0.676667	0.79
gene-BBA_07171	BBA_07171	mediator complex subunit Med5	10.75	10.31	12.83	13.14	10.28	15.6	11.296667	13.006667
gene-BBA_07172	BBA_07172	signal sequence receptor alpha chain	132.25	115.58	137.63	89.08	89.72	87.3	128.486667	88.7
gene-BBA_07173	BBA_07173	SNF2 family domain-containing protein	5.15	4.73	5.63	4.65	4.13	4.77	5.17	4.516667
gene-BBA_07174	BBA_07174	IGR protein domain-containing protein	40.36	32.12	45.89	47.09	51.43	55.72	39.456667	51.413333
gene-BBA_07175	BBA_07175	FAD dependent oxidoreductase domain containing protein	38.84	39.78	45.33	67.81	85.49	54.67	41.316667	69.323333
gene-BBA_07176	BBA_07176	hypothetical protein	1.12	2.43	1.26	1.93	0.96	2.13	1.603333	1.673333
gene-BBA_07177	BBA_07177	hypothetical protein	22.02	18.67	23.98	19.22	20.72	22.42	21.556667	20.786667
gene-BBA_07178	BBA_07178	secretory pathway protein YSY6	146.85	116.88	137.7	178.11	159.38	216.12	133.81	184.536667
gene-BBA_07179	BBA_07179	hypothetical protein	34.93	50.79	46.79	57.9	74.44	50.95	44.17	61.096667
gene-BBA_07180	BBA_07180	putative stretch-activated Ca channel	10.98	10.09	15.2	11.98	10.2	11.77	12.09	11.316667
gene-BBA_07181	BBA_07181	protein yop-1	429.22	423.96	385.34	529.1	398.88	536.38	412.84	488.12
gene-BBA_07182	BBA_07182	RFX DNA-binding domain-containing protein	10.24	8.07	12.39	16.51	12.56	20.2	10.233333	16.423333
gene-BBA_07183	BBA_07183	hypothetical protein	1.55	4.44	1.77	2.06	2.2	4.18	2.586667	2.813333
gene-BBA_07184	BBA_07184	signal sequence receptor alpha subunit	0.92	1.1	1.59	1.4	1.17	2.1	1.203333	1.556667
gene-BBA_07185	BBA_07185	aspartate kinase	26.34	22.02	26.59	14.64	18.11	13.32	24.983333	15.356667
gene-BBA_07186	BBA_07186	exocyst complex component Sec10	17.31	16.82	20.2	16.44	11.89	19.08	18.11	15.803333
gene-BBA_07187	BBA_07187	serine/threonine-protein kinase crk1	14.53	11.71	14.48	10.95	10.79	11.46	13.573333	11.066667
gene-BBA_07188	BBA_07188	Frag1/DRAM/Sfk1 family protein	23.16	33.49	17.64	21.92	22.22	22.43	24.763333	22.19
gene-BBA_07189	BBA_07189	hypothetical protein	48.29	60.5	36.71	117.26	113.79	99.64	48.5	110.23
gene-BBA_07190	BBA_07190	tyrosine/serine protein phosphatase	6.43	4.95	6.33	11.87	10.89	15.67	5.903333	12.81
gene-BBA_07191	BBA_07191	methyltransferase domain-containing protein	45.22	40.16	55.66	20.38	22.62	24.94	47.013333	22.646667
gene-BBA_07192	BBA_07192	tetratricopeptide-like protein	99.17	105.37	103.68	139.95	129.39	149.73	102.74	139.69
gene-BBA_07193	BBA_07193	kinetoplast-associated protein KAP	46.81	47.13	45.86	64.53	72.73	58.46	46.6	65.24
gene-BBA_07194	BBA_07194	polyketide cyclase/dehydrase and lipid transporter	23.93	26.73	27.27	30.1	28.29	28.84	25.976667	29.076667
gene-BBA_07195	BBA_07195	AP-3 complex subunit delta	27.84	25.89	30.55	19.92	14.34	20.32	28.093333	18.193333
gene-BBA_07196	BBA_07196	GTPase activating protein	33.31	28.96	35.45	35.55	25.89	38.35	32.573333	33.263333
gene-BBA_07197	BBA_07197	"Peptidase M19, renal dipeptidase"	57.07	63.2	58.07	91.14	84.16	96.9	59.446667	90.733333
gene-BBA_07198	BBA_07198	mitochondrial 37S ribosomal protein SWS2	56.71	73.1	50.26	87.49	87.78	77.17	60.023333	84.146667
gene-BBA_07199	BBA_07199	peptidyl-prolyl cis-trans isomerase B	730.72	655.98	772.95	645.79	559.49	655.33	719.883333	620.203333
gene-BBA_07200	BBA_07200	hypothetical protein	34.65	42.96	51.44	30.46	48.1	43.8	43.016667	40.786667
gene-BBA_07201	BBA_07201	ER protein BIG1	205.51	219.8	197.96	256.02	234.09	274.48	207.756667	254.863333
gene-BBA_07202	BBA_07202	nucleolar protein 12	14.97	13.53	22.2	15.06	15.9	16.96	16.9	15.973333
gene-BBA_07203	BBA_07203	actin lateral binding protein	553.27	683.12	519.51	824.65	842.1	864.55	585.3	843.766667
gene-BBA_07204	BBA_07204	hypothetical protein	25.67	19.78	25.2	51.48	33.3	60.82	23.55	48.533333
gene-BBA_07205	BBA_07205	histone H3 methyltransferase complex protein	10.47	9.68	13.78	10.41	9.9	12.29	11.31	10.866667
gene-BBA_07206	BBA_07206	hypothetical protein	3.58	8.9	5.74	59.83	53.78	55.18	6.073333	56.263333
gene-BBA_07207	BBA_07207	glutamyl-tRNA synthetase	76.42	93.85	77.27	183.11	195.14	209.27	82.513333	195.84
gene-BBA_07208	BBA_07208	hypothetical protein	3.95	2.68	3.85	5.24	4.58	6.1	3.493333	5.306667
gene-BBA_07209	BBA_07209	14-3-3-like protein	39.58	31.97	44.75	32.71	29.33	39.95	38.766667	33.996667
gene-BBA_07210	BBA_07210	SREBP cleavage activating protein	19.72	17.73	24.03	15.96	13.36	19.32	20.493333	16.213333
gene-BBA_07211	BBA_07211	hypothetical protein	260.31	1183.65	286.59	230.52	338.58	622.79	576.85	397.296667
gene-BBA_07212	BBA_07212	phospholipase A2 protein family	10.67	13.01	7.94	12.98	13.66	21.89	10.54	16.176667
gene-BBA_07213	BBA_07213	AdoMet-dependent rRNA methyltransferase spb1	42.18	36.56	62.15	20.25	22.74	22.53	46.963333	21.84
gene-BBA_07214	BBA_07214	"Dynamin, GTPase domain-containing protein"	31.41	30.25	32.32	34.06	29.89	34.06	31.326667	32.67
gene-BBA_07215	BBA_07215	cation diffusion facilitator family transporter	19.1	15.54	21.18	17.97	16.65	19.67	18.606667	18.096667
gene-BBA_07216	BBA_07216	hypothetical protein	16.52	18.32	17.25	22.55	19.13	27.75	17.363333	23.143333
gene-BBA_07217	BBA_07217	MYND finger protein	34.54	35.57	33.3	32.39	29.08	30.62	34.47	30.696667
gene-BBA_07218	BBA_07218	Ebp2p-like protein	33.79	32.74	40.92	30.91	38.35	35.86	35.816667	35.04
gene-BBA_07219	BBA_07219	hypothetical protein	38.53	38.56	42.13	26.81	25.87	33.66	39.74	28.78
gene-BBA_07220	BBA_07220	"TFIIIC transcription initiation factor complex subunits Tfc3, putative"	3.35	2.72	4.47	2.92	2.76	3.69	3.513333	3.123333
gene-BBA_07221	BBA_07221	ubiquitin-conjugating enzyme	29.52	26	29.93	22.54	17.48	30.67	28.483333	23.563333
gene-BBA_07222	BBA_07222	hypothetical protein	240.88	362.95	195.72	240.21	432.7	544.35	266.516667	405.753333
gene-BBA_07223	BBA_07223	hypothetical protein	13.79	5.83	6.64	6.29	10.6	7.03	8.753333	7.973333
gene-BBA_07224	BBA_07224	fibrillarin-like protein	146.23	135.34	192.68	131.37	164.15	130.25	158.083333	141.923333
gene-BBA_07225	BBA_07225	D-isomer specific 2-hydroxyacid dehydrogenase	187.54	167.82	233.98	127.59	141.04	152.67	196.446667	140.433333
gene-BBA_07226	BBA_07226	F-box domain-containing protein	14.32	10.8	17.03	8.66	6.68	11	14.05	8.78
gene-BBA_07227	BBA_07227	malate dehydrogenase	16.42	14.47	19.23	19.2	52.06	36.3	16.706667	35.853333
gene-BBA_07228	BBA_07228	CASP-like protein	57.1	53.77	58.07	39.31	31.55	47.57	56.313333	39.476667
gene-BBA_07229	BBA_07229	TGF beta receptor associated protein 1	23.92	20.71	24.56	14.98	11.71	16.81	23.063333	14.5
gene-BBA_07230	BBA_07230	zinc finger protein	31.36	26.83	29.63	35.42	41.12	33.89	29.273333	36.81
gene-BBA_07231	BBA_07231	RING finger protein	86.16	80.13	85.84	40.22	38.29	40.01	84.043333	39.506667
gene-BBA_07232	BBA_07232	"Glycosyl transferase, family 8"	9.71	9.76	8.68	16.87	11.96	15.76	9.383333	14.863333
gene-BBA_07233	BBA_07233	mitochondrial carrier protein	21.98	27.27	22.29	25.45	62.11	19.7	23.846667	35.753333
gene-BBA_07234	BBA_07234	monooxygenase-like protein	1.04	0.53	0.73	10.57	10.43	11.27	0.766667	10.756667
gene-BBA_07235	BBA_07235	cation efflux family protein	0.63	0.85	0.44	1.23	0.89	1.12	0.64	1.08
gene-BBA_07236	BBA_07236	hydrolase-like protein	104.55	108.68	107.9	138.02	136.08	149.4	107.043333	141.166667
gene-BBA_07237	BBA_07237	ABC transporter	65.03	59.42	72.33	64.76	57.46	70.1	65.593333	64.106667
